가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수길중간위도,가로수길중간경도,제공기관명,가로수길소개
아리수로,37.566699,127.180399,37.565999,127.196599,37.566349,127.188499,경기도 하남시,벚나무의 아름다움을 느낄 수 있음
미사강변동로,37.570599,127.189699,37.555999,127.191799,37.563299,127.190749,경기도 하남시,달구벌대로109길의 아름다운 왕벚나무 가로수길
미사강변남로,37.569999,127.187899,37.563999,127.199699,37.566999,127.193799,경기도 하남시,달구벌대로109길의 왕벚나무가 어우러진 가로수길
감초로,37.545399,127.173299,37.514699,127.156799,37.530049,127.165049,경기도 하남시,문양역5길의 아름다운 왕벚나무 가로수길
초광산단서로,37.529125,127.165437,37.529023,127.168548,37.529074,127.1669925,경기도 하남시,건강보험공단에서 의성여고 방향 우측으로 벚나무가 조성되어 있음
초광산단동로,37.528368,127.172261,37.528708,127.173569,37.528538,127.172915,경기도 하남시,왕벚나무
조정대로,37.550678,127.187334,37.560048,127.203326,37.555363,127.19533,경기도 하남시,왕벚나무
덕풍로,37.548395,127.212243,37.555337,127.198031,37.551866,127.205137,경기도 하남시,왕벚나무
덕풍공원로,37.533351,127.198538,37.535398,127.199083,37.5343745,127.1988105,경기도 하남시,왕벚나무
덕풍서로,37.551973,127.203794,37.554561,127.205773,37.553267,127.2047835,경기도 하남시,왕벚나무
덕풍천서로,37.540826,127.216434,37.548668,127.218398,37.544747,127.217416,경기도 하남시,왕벚나무
초일로,37.542406,127.175541,37.538727,127.182681,37.5405665,127.179111,경기도 하남시,왕벚나무
풍초로,37.538728,127.182691,37.532745,127.184122,37.5357365,127.1834065,경기도 하남시,왕벚나무
초이로,37.544619,127.172092,37.531525,127.172323,37.538072,127.1722075,경기도 하남시,왕벚나무
미사동로,37.569235,127.197456,37.570507,127.201024,37.569871,127.19924,경기도 하남시,왕벚나무
덕풍천동로,37.540838,127.217318,37.548368,127.219188,37.544603,127.218253,경기도 하남시,양옆으로 벚꽃이 터널식으로 식재되어 운동과 산책을 하며 봄을 즐길수 있음.
역골로49번길,37.201944,126.825278,37.201667,126.823056,37.2018055,126.824167,경기도 화성시,양쪽으로 벚나무가 식재되어 운동과 산책을 하며 봄을 즐길수 있음.
역골중앙로,37.203333,126.828333,37.202778,126.827778,37.2030555,126.8280555,경기도 화성시,터널식으로 양쪽으로 벚나무가 식재되어 쾌적한 보행환경 조성
남양성지로,37.205278,126.806389,37.207778,126.829444,37.206528,126.8179165,경기도 화성시,터널식으로 양쪽으로 벚나무가 식재되어 쾌적한 보행환경 조성
현대연구소로,37.170278,126.812778,37.15940248,126.818056,37.16484024,126.815417,경기도 화성시,양옆으로 벚꽃이 터널식으로 식재되어 운동과 산책을 하며 봄을 즐길수 있음.
비봉로,37.262222,126.871111,37.270556,126.8628203,37.266389,126.8669657,경기도 화성시,양옆으로 벚꽃이 터널식으로 조성되어 연인과 같이 걷고싶은 거리임
양노로,37.248611,126.872778,37.23530636,126.8694105,37.24195868,126.8710943,경기도 화성시,양옆으로 벚꽃이 터널식으로 식재되어 운동과 산책을 하며 봄을 즐길수 있음.
화성로,37.282778,126.896944,37.284167,126.903611,37.2834725,126.9002775,경기도 화성시,하빈로의 아름다운 왕벚나무 가로수길
어사로,37.253056,126.911389,37.251111,126.914722,37.2520835,126.9130555,경기도 화성시,하빈로의 아름다운 왕벚나무 가로수길
전곡산단로,37.188889,126.681667,37.19105962,126.655556,37.18997431,126.6686115,경기도 화성시,하빈남로의 아름다운 왕벚나무 가로수길
와우로,37.216389,126.968611,37.212778,126.973889,37.2145835,126.97125,경기도 화성시,달구벌대로의 아름다운 왕벚나무 가로수길
와우안길,37.21500377,126.979444,37.213889,126.980278,37.21444639,126.979861,경기도 화성시,달구벌대로의 아름다운 왕벚나무 가로수길
시청로,37.163889,126.925556,37.1766565,126.9358572,37.17027275,126.9307066,경기도 화성시,달구벌대로의 아름다운 왕벚나무 가로수길
수영로,37.236111,126.955833,37.238056,126.960556,37.2370835,126.9581945,경기도 화성시,달구벌대로의 아름다운 왕벚나무 가로수길
수영로,37.236389,126.955833,37.234167,126.960556,37.235278,126.9581945,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
남양로,37.198889,126.8848928,37.204444,126.823611,37.2016665,126.8542519,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
남양중앙로,37.198889,126.8848928,37.204444,126.823611,37.2016665,126.8542519,경기도 화성시,비슬로의 아름다운 왕벚나무 가로수길
역골중앙로 70번길,37.205833,126.833056,37.205556,126.831389,37.2056945,126.8322225,경기도 화성시,비슬로36길의 아름다운 왕벚나무 가로수길
가장로,37.166944,126.986667,37.169444,126.990833,37.168194,126.98875,경기도 화성시,비슬로63길의 아름다운 왕벚나무 가로수길
발안로,37.130556,126.931944,37.122778,126.993333,37.126667,126.9626385,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
상신로,37.027222,126.803333,37.03094994,126.863333,37.02908597,126.833333,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
제약단지로,37.088889,126.928056,37.088056,126.938889,37.0884725,126.9334725,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
향봉로,37.133889,126.941389,37.151697,126.933611,37.142793,126.9375,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
사격장길,37.090833,126.971111,37.092778,126.9727481,37.0918055,126.9719296,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
초록로,37.08113798,126.972778,37.12265248,127.035278,37.10189523,127.004028,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
쌍봉로,37.086389,126.818056,37.126389,126.795833,37.106389,126.8069445,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
발안바이오고등학교,37.123889,126.913889,37.131111,126.901667,37.1275,126.907778,경기도 화성시,왕벚나무가 주된 수종이며 아름다운 벚꽃을 볼 수 있음
향남읍 행정리 496-16,37.125833,126.922778,37.123333,126.919722,37.124583,126.92125,경기도 화성시,왕벚으로 식재되어 운동과 산책을 하며 봄을 즐길수 있음.
향남읍 행정리 507-10,37.125833,126.9258403,37.126667,126.928611,37.12625,126.9272257,경기도 화성시,왕벚으로 식재되어 운동과 산책을 하며 봄을 즐길수 있음.
향남보행자A,37.129722,126.917222,37.128611,126.916944,37.1291665,126.917083,경기도 화성시,터널식으로 양쪽으로 벚나무가 식재되어 쾌적한 보행환경 조성
발안공단로5길,37.08643048,126.906111,37.085833,126.905833,37.08613174,126.905972,경기도 화성시,봄철 아름다운 경관을 이루는 벚나무 가로수길
발안공단로3길,37.083889,126.910278,37.081944,126.906389,37.0829165,126.9083335,경기도 화성시,봄철 아름다운 경관을 이루는 벚나무 가로수길
발안공단로1길,37.090278,126.916944,37.084444,126.914167,37.087361,126.9155555,경기도 화성시,봄철 아름다운 경관을 이루는 벚나무 가로수길
융건로,37.213333,126.981667,37.219722,126.989444,37.2165275,126.9855555,경기도 화성시,왕벚나무 식재
기안남로,37.219167,126.987778,37.2208182,126.985278,37.2199926,126.986528,경기도 화성시,왕벚나무 식재
금곡로,37.181111,127.078056,37.167778,127.078611,37.1744445,127.0783335,경기도 화성시,가로변을 따라 가로수가 조성되어 봄철 왕벚나무의 벚꽃과 가을철 은행나무 단풍을 감상할 수 있음
기배로,37.219444,126.974444,37.22050642,126.975556,37.21997521,126.975,경기도 화성시,홍성군 가로수길 왕벚나무  대천삼거리에서 화봉 앞까지
효행로 265번길,37.22516058,126.976389,37.223333,126.973056,37.22424679,126.9747225,경기도 화성시,홍성군 가로수길 왕벚나무 은하면사무소에서 목현리까지 식재
병점3로,37.208056,127.035833,37.20738457,127.033611,37.20772029,127.034722,경기도 화성시,아름다운길 100선에 선정된 터널식 벚나무 길이 개화시에 장관을 이룬다.
효행로 1156번길,37.214167,127.051389,37.210278,127.048611,37.2122225,127.05,경기도 화성시,아름다운길 100선에 선정된 터널식 벚나무 길이 개화시에 장관을 이룬다.
병점1로,37.198889,127.041667,37.201111,127.037222,37.2,127.0394445,경기도 화성시,터널식 벚나무 길이 개화시에 장관을 이룬다.
효행로 854번길,37.204722,127.0135034,37.202222,127.022778,37.203472,127.0181407,경기도 화성시,터널식 벚나무 길이 개화시에 장관을 이룬다.
세자로,37.186667,126.9799031,37.175278,126.980556,37.1809725,126.9802296,경기도 화성시,양 옆 왕벚나무 식재 조성
영통로,37.235833,127.060278,37.230278,127.068611,37.2330555,127.0644445,경기도 화성시,양 옆 왕벚나무 식재 조성
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,37.2119445,127.0480555,경기도 화성시,양 옆 왕벚나무 식재 조성
신설도로,37.218333,126.946944,37.206944,126.937778,37.2126385,126.942361,경기도 화성시,양 옆 왕벚나무 식재 조성
시청로,37.191667,126.882222,37.201944,126.930833,37.1968055,126.9065275,경기도 화성시,양 옆 왕벚나무 식재 조성
항봉로,37.133889,126.941111,37.148611,126.933889,37.14125,126.9375,경기도 화성시,양 옆 왕벚나무 식재 조성
병점3로,37.208611,127.038889,37.208611,127.038611,37.208611,127.03875,경기도 화성시,대청호수를 끼고 조성된 길. 벚나무로 조성되어 봄철 벚꽃으로 유명하며~ 드라이브 코스로 유명.
효행로 1156번길,37.213333,127.047222,37.210556,127.048889,37.2119445,127.0480555,경기도 화성시,양 옆 왕벚나무 식재 조성
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,37.2183335,126.9563885,경기도 화성시,벚나무가 식재되어 봄에 화사한 풍경을 제공
봉담택지보행자도로,37.214167,126.961111,37.214722,126.962222,37.2144445,126.9616665,경기도 화성시,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움
봉담택지보행자도로,37.214444,126.962222,37.213333,126.961389,37.2138885,126.9618055,경기도 화성시,벚나무가 만들어내는 봄철의 벚꽃길과 깔끔하게 조성된 보도가 아름다운 길
봉담택지보행자도로,37.219444,126.953611,37.217778,126.955556,37.218611,126.9545835,경기도 화성시,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움
와우로 15번길,37.213056,126.973889,37.215556,126.969444,37.214306,126.9716665,경기도 화성시,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움
와우로,37.213889,126.973056,37.213889,126.973889,37.213889,126.9734725,경기도 화성시,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움
봉담택지보행자도로,37.215556,126.958611,37.21187151,126.9612986,37.21371376,126.9599548,경기도 화성시,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움
봉담택지보행자도로,37.218056,126.955833,37.218611,126.956944,37.2183335,126.9563885,경기도 화성시,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움
동화길,37.217222,126.959722,37.216944,126.958889,37.217083,126.9593055,경기도 화성시,헐티로의 아름다운 왕벚나무 가로수길
동화새터길(신동아아파트),37.221667,126.959167,37.223056,126.964444,37.2223615,126.9618055,경기도 화성시,헐티로11길의 아름다운 왕벚나무 가로수길
동화역말길,37.208611,126.961111,37.210278,126.965833,37.2094445,126.963472,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
동화새터길,37.214722,126.9613754,37.217778,126.951667,37.21625,126.9565212,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
여울로,37.216667,127.058056,37.19939285,127.054444,37.20802993,127.05625,경기도 화성시,창리로19길의 아름다운 왕벚나무 가로수길
동탄원천로,37.213611,127.055278,37.211667,127.059722,37.212639,127.0575,경기도 화성시,과학대로의 아름다운 왕벚나무 가로수길
동탄원천로,37.213611,127.059722,37.212778,127.058056,37.2131945,127.058889,경기도 화성시,구지동로의 아름다운 왕벚나무 가로수길
동탄원천로~동탄지성로~동탄숲속로,37.213333,127.061667,37.20684981,127.057778,37.21009141,127.0597225,경기도 화성시,창한로의 아름다운 왕벚나무 가로수길
동탄숲속로,37.209722,127.058333,37.208056,127.055278,37.208889,127.0568055,경기도 화성시,과학남로61길의 아름다운 왕벚나무 가로수길
여울로,37.207222,127.051944,37.199444,127.0529938,37.203333,127.0524689,경기도 화성시,과학남로의 아름다운 왕벚나무 가로수길
동탄공원로,37.201389,127.053889,37.201667,127.061667,37.201528,127.057778,경기도 화성시,과학남로의 아름다운 왕벚나무 가로수길
동탄공원로1길,37.20219139,127.061944,37.198333,127.061667,37.2002622,127.0618055,경기도 화성시,벚나무의 자연수형미를 느낄 수 있는 가로수길
수정로,37.856944,126.8604129,37.073611,126.867778,37.4652775,126.8640955,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
마도하천 둑방로,37.198889,126.766389,37.198611,126.766389,37.19875,126.766389,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
수영로,37.236389,126.955833,37.237222,126.960556,37.2368055,126.9581945,경기도 화성시,왕벚나무
한신대길,37.20688958,127.032778,37.196944,127.020833,37.20191679,127.0268055,경기도 화성시,왕벚나무
전곡항로32번길,37.186111,126.652222,37.19105962,126.661111,37.18858531,126.6566665,경기도 화성시,왕벚나무
화성로,37.192778,126.7605436,37.19105962,126.716111,37.19191881,126.7383273,경기도 화성시,왕벚나무
궁평항로,37.179444,126.708056,37.116667,126.684444,37.1480555,126.69625,경기도 화성시,왕벚나무
역골로49번길,37.203333,126.823611,37.203056,126.823056,37.2031945,126.8233335,경기도 화성시,왕벚나무
푸른들판로,37.13903877,126.878333,37.246944,126.873056,37.19299139,126.8756945,경기도 화성시,왕벚나무
동탄반석로,37.211111,127.080833,37.192778,127.078889,37.2019445,127.079861,경기도 화성시,왕벚나무
장안공단1길d,37.110278,126.842778,37.112222,126.8403109,37.11125,126.8415445,경기도 화성시,왕벚나무
전곡산단1길,37.18876811,126.658889,37.191667,126.6575598,37.19021756,126.6582244,경기도 화성시,왕벚나무
은행나무로,37.092778,126.940556,37.104444,126.935833,37.098611,126.9381945,경기도 화성시,벚나무 가로수길
장안산업단지Z,37.106667,126.841667,37.117222,126.829167,37.1119445,126.835417,경기도 화성시,벚나무 가로수길
삼일공원로,37.21771013,126.729167,37.213333,126.738889,37.21552157,126.734028,경기도 화성시,월악산 인근 양안 조성된 벚나무의 자연수형과 그에 따른 터널경관 조성되어 자연의 아름다움을 느낄 수 있는 가로수길
송산동로,37.222222,126.743333,37.223056,126.743889,37.222639,126.743611,경기도 화성시,왕벚나무
마도공단로 3길,37.182222,126.786389,37.178889,126.784167,37.1805555,126.785278,경기도 화성시,왕벚나무
공룡로,37.218333,126.740833,37.249167,126.745278,37.23375,126.7430555,경기도 화성시,왕벚나무
개울옆길,37.225833,126.740833,37.225556,126.736667,37.2256945,126.73875,경기도 화성시,왕벚나무
장안산업단지E,37.104444,126.848889,37.104444,126.844167,37.104444,126.846528,경기도 화성시,왕벚나무
장안산업단지G,37.112222,126.846667,37.104722,126.846667,37.108472,126.846667,경기도 화성시,왕벚나무
장안공단로,37.106667,126.841667,37.107778,126.845833,37.1072225,126.84375,경기도 화성시,왕벚나무
3·1만세로,37.088333,126.828889,37.104722,126.851667,37.0965275,126.840278,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
매바위로,37.14290253,126.816667,37.151389,126.804722,37.14714577,126.8106945,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
버들로,37.1176854,126.828333,37.113611,126.880278,37.1156482,126.8543055,경기도 화성시,왕벚나무로 어우러진 길
온천로,37.125833,126.858611,37.15455773,126.870833,37.14019537,126.864722,경기도 화성시,왕벚나무로 어우러진 길
마당바위로,37.160556,126.8989199,37.162778,126.919444,37.161667,126.909182,경기도 화성시,왕벚나무로 어우러진 길
마도공단로 6길,37.180278,126.785556,37.17751895,126.791111,37.17889848,126.7883335,경기도 화성시,벚나무의 벚꽃으로 봄의 정취를 느낄수 있는 가로수길
마도하천 둑방로,37.203611,126.769444,37.195833,126.764722,37.199722,126.767083,경기도 화성시,벚나무의 벚꽃으로 봄의 정취를 느낄수 있는 가로수길
우정문화마을B,37.121944,126.793611,37.125556,126.794722,37.12375,126.7941665,경기도 화성시,벚나무의 벚꽃으로 봄의 정취를 느낄수 있는 가로수길
우정문화마을C,37.12654201,126.795278,37.139167,126.794167,37.13285451,126.7947225,경기도 화성시,휴양림길의 아름다운 왕벚나무 가로수길
우정문화마을E,37.123889,126.793611,37.123889,126.794722,37.123889,126.7941665,경기도 화성시,음동길의 아름다운 왕벚나무 가로수길
우정문화마을G,37.124167,126.794444,37.124167,126.794444,37.124167,126.794444,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
장안공단1길b,37.112778,126.843056,37.113889,126.839444,37.1133335,126.84125,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
장안산업단지A,37.11165893,126.847222,37.11671123,126.843889,37.11418508,126.8455555,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
장안산업단지C,37.108333,126.847778,37.107778,126.843333,37.1080555,126.8455555,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
향남읍 행정리 503-1,37.1250757,126.926389,37.125278,126.923056,37.12517685,126.9247225,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
장안공단1길c,37.112778,126.839722,37.112778,126.840833,37.112778,126.8402775,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
마도공단로 4길,37.184167,126.788333,37.180833,126.793611,37.1825,126.790972,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
삼성1로4길~동학산1길(중앙분리대),37.223056,127.074167,37.221667,127.076111,37.2223615,127.075139,경기도 화성시,벚나무의 아름다움을 느낄 수 있음
가곡강변로,35.480541,128.7618677,35.4723547,128.774136,35.47644785,128.7680019,경상남도 밀양시,가태길의 아름다운 왕벚나무 가로수길
작원관지길,35.40424058,128.8622698,35.39565089,128.8736449,35.39994574,128.8679574,경상남도 밀양시,가태길의 아름다운 왕벚나무 가로수길
안인로,35.51397636,128.7713631,35.55152851,128.7635661,35.53275244,128.7674646,경상남도 밀양시,달창로와 달창로26길을 잇는 아름다운 왕벚나무 가로수길
신연로,35.41719865,128.6816926,35.46327485,128.6513298,35.44023675,128.6665112,경상남도 밀양시,벚나무의 아름다움을 느낄 수 있음
황매산 벚꽃길,35.335591,128.001231,35.464861,127.931831,35.400226,127.966531,경상남도 산청군,벚나무의 아름다움을 느낄 수 있음
야리1길,35.3183952,128.9999628,35.31704891,129.0014419,35.31772206,129.0007024,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
산막공단남8길,35.36725598,129.0624973,35.36526823,129.0599624,35.36626211,129.0612299,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
삼리2길,35.44640994,129.0821091,35.44640994,129.0821091,35.44640994,129.0821091,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
산막공단북10길,35.36754199,129.0651428,35.37363577,129.0560903,35.37058888,129.0606166,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
산막공단북12길,35.36761335,129.066723,35.37170729,129.0660009,35.36966032,129.066362,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
서들2길,35.30909719,129.0071442,35.30748508,129.0062778,35.30829114,129.006711,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
오봉2길,35.32883073,128.9965136,35.32817284,128.9974363,35.32850179,128.996975,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
서들1길,35.3035686,129.0071528,35.30803735,129.0092332,35.30580298,129.008193,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
산막공단남10길,35.36734723,129.0669225,35.36452098,129.0652704,35.36593411,129.0660965,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
어곡공단6길,35.38869639,129.0139193,35.38532808,129.0166572,35.38701224,129.0152883,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
지내마을길,35.49880822,129.0787527,35.49961477,129.0850547,35.4992115,129.0819037,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
탑골길,35.42704369,129.1889317,35.41714906,129.2123169,35.42209638,129.2006243,경상남도 양산시,삼척종합운동장 입구쪽으로 왕벚나무가 조성되어 봄철 멋진 풍경을 감상할 수 있음
통도7길,35.49380382,129.0828884,35.4979895,129.0790722,35.49589666,129.0809803,경상남도 양산시,왕벚나무가 길게 조성되어 봄에 하얀터널을 지나가는 효과를 보임
평산마을길,35.49624862,129.0731819,35.4976264,129.0651707,35.49693751,129.0691763,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
회현1길,35.34289264,129.0264294,35.34847328,129.0152173,35.34568296,129.0208234,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
오봉6길,35.32828617,128.9974341,35.32898842,128.9964418,35.3286373,128.996938,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
서리마을2길,35.4976912,129.0760444,35.50253125,129.0714681,35.50011123,129.0737563,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
성천길,35.47520654,129.088672,35.48042447,129.0910967,35.47781551,129.0898844,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
신전길,35.43157131,129.0672082,35.43289697,129.0620275,35.43223414,129.0646179,경상남도 양산시,벚나무의 아름다움을 느낄 수 있음
뻘등길,35.33519974,128.9732778,35.34095981,128.9473842,35.33807978,128.960331,경상남도 양산시,벚나무가 식재되어 있어 봄꽃길을 선사함
삼리길,35.4437614,129.0745256,35.44669167,129.087029,35.44522654,129.0807773,경상남도 양산시,오른쪽에 벚꽃나무가 조성되어 있어 아름다움을 느낄 수 있음
삼수온천길,35.4637846,129.0781595,35.4636856,129.0699925,35.4637351,129.074076,경상남도 양산시,봄의 정취를 가득 느낄 수 있는 왕벚나무가 가로수로 식재되어 있음
새실로,35.31256745,129.0021941,35.31696295,128.9926732,35.3147652,128.9974337,경상남도 양산시,봄의 정취를 가득 느낄 수 있는 왕벚나무가 가로수로 식재되어 있음
신기강변로,35.35065118,129.0370196,35.35687948,129.0375012,35.35376533,129.0372604,경상남도 양산시,양쪽에 왕벚나무가 조성되어 있어 벚꽃이 피면 장관임
내송2길,35.32245407,129.0626091,35.33701021,129.0730032,35.32973214,129.0678062,경상남도 양산시,양쪽에 왕벚나무가 조성되어 있어 벚꽃이 피면 장관임
내연4길,35.37480951,129.1476785,35.37365034,129.1451364,35.37422993,129.1464075,경상남도 양산시,양쪽에 왕벚나무가 조성되어 있어 벚꽃이 피면 장관임
덕계회야길,35.37446173,129.1480225,35.36946641,129.1423273,35.37196407,129.1451749,경상남도 양산시,벚꽃이 아름답게 봄의 정취를 느끼게 함
동리길,35.37903443,129.0259462,35.37708349,129.0295533,35.37805896,129.0277498,경상남도 양산시,벚꽃이 아름답게 봄의 정취를 느끼게 함
동부마을길,35.49040636,129.0896262,35.48980469,129.091174,35.49010553,129.0904001,경상남도 양산시,왕벚나무
목화5길,35.33160597,129.0013428,35.33252501,129.000345,35.33206549,129.0008439,경상남도 양산시,임실천변 벚나무길이 개화시 아름답다.
반회서6길,35.41522197,129.0576933,35.41446714,129.0601878,35.41484456,129.0589406,경상남도 양산시,마을 진입로변 벚나무 길로 주민들에게 아름다움을 선사한다.
배움터길,35.37983922,129.1479152,35.37640582,129.1436431,35.37812252,129.1457792,경상남도 양산시,마을 진입로변 벚나무 길로 주민들에게 아름다움을 선사한다.
지산로,35.4953249,129.0831807,35.49762431,129.0651623,35.49647461,129.0741715,경상남도 양산시,옥정호 수변도로 터널식 벚나무 길이 개화시 장관을 이룬다.
통도사로,35.49231034,129.0897459,35.49390272,129.0809315,35.49310653,129.0853387,경상남도 양산시,옥정호 수변도로 터널식 벚나무 길이 개화시 장관을 이룬다.
평산남로,35.38087046,129.1546987,35.3770585,129.1483047,35.37896448,129.1515017,경상남도 양산시,치즈테마파크 진입도로변 터널식 벚나무 길이 개화시 장관을 이룬다.
홍룡로,35.3901782,129.0556319,35.39682447,129.0866452,35.39350134,129.0711386,경상남도 양산시,옥정호 수변도로 터널식 벚나무 길이 개화시 장관을 이룬다.
낙동로,35.28508144,129.0140728,35.31174371,128.9772669,35.29841258,128.9956699,경상남도 양산시,옥정호 수변도로 터널식 벚나무 길이 개화시 장관을 이룬다.
대동로,35.37592617,129.0264843,35.37575121,129.0184377,35.37583869,129.022461,경상남도 양산시,도로 옆으로 조성된 왕벚나무 가로수가 장관을 이룬다.
신평로,35.48911641,129.0878093,35.49974352,129.0888037,35.49442997,129.0883065,경상남도 양산시,옥정호 수변도로 터널식 벚나무 길이 개화시 장관을 이룬다.
산지로,35.30934464,129.0944631,35.33021397,129.0916858,35.31977931,129.0930745,경상남도 양산시,봄이면 하얀 벚꽃이 만개하여 아름다운 경치를 이룸
석계로,35.4043399,129.0605402,35.41811988,129.0660091,35.41122989,129.0632747,경상남도 양산시,대표적인 봄꽃 인 왕벚꽃이 피는 가로수 길
석금산로,35.30566815,129.0258019,35.31850217,129.0305306,35.31208516,129.0281663,경상남도 양산시,도로 양쪽으로 식재된 왕벚나무가 주변 경관과 어우러져 아름다움
소주회야로,35.4161651,129.1674985,35.4071419,129.1563951,35.4116535,129.1619468,경상남도 양산시,이안천을 따라 조성된 벚꽃길
신명동로,35.40680613,129.1662234,35.40207333,129.1708393,35.40443973,129.1685314,경상남도 양산시,소하천을 따라 조성된 벚꽃길
오봉로,35.33312575,129.0097098,35.32591761,129.0004916,35.32952168,129.0051007,경상남도 양산시,꽃이 예쁜 왕벚나무 길
월평로,35.54043948,129.3058264,35.54678402,129.3357125,35.54361175,129.3207695,경상남도 양산시,북구문화예술회관이 있는 왕벚나무길
목화로,35.33518379,129.0057279,35.32816341,128.9979754,35.3316736,129.0018517,경상남도 양산시,달천철장이 있는 왕벚나무길
덕계로,35.3691614,129.147839,35.38131389,129.1548234,35.37523765,129.1513312,경상남도 양산시,벚꽃나무길
용당내광로,35.42908076,129.1849804,35.43911072,129.2252945,35.43409574,129.2051375,경상남도 양산시,벚꽃나무길
웅상농공단지길,35.369819,129.1610826,35.36625527,129.1611067,35.36803714,129.1610947,경상남도 양산시,벚꽃나무길
영천로,35.31157565,129.1111903,35.29955881,129.1040034,35.30556723,129.1075969,경상남도 양산시,왕벚나무
배내로,35.45457616,128.9654866,35.59540215,129.0315006,35.52498916,128.9984936,경상남도 양산시,왕벚나무
천태로,35.37142287,128.9193453,35.39673795,128.8375893,35.38408041,128.8784673,경상남도 양산시,왕벚나무
회진로,35.107424,128.448291,35.106316,128.447422,35.10687,128.4478565,경상남도 창원시,왕벚나무
구산로,35.132458,128.566334,35.092442,128.583803,35.11245,128.5750685,경상남도 창원시,왕벚나무
해양관광로,35.111715,128.505342,35.097382,128.557684,35.1045485,128.531513,경상남도 창원시,왕벚나무
완월남로,35.197531,128.556581,35.196553,128.561974,35.197042,128.5592775,경상남도 창원시,왕벚나무가 조성되어 있음
현동로,35.154171,128.550483,35.135886,128.563656,35.1450285,128.5570695,경상남도 창원시,이원면 장찬저수지 일대 왕벚나무를 식재하여 봄철 저수지 주변 벚꽃이 장관을 이루는 구간
신서촌로,35.114706,128.485324,35.121323,128.487866,35.1180145,128.486595,경상남도 창원시,벚꽃나무길
이순신로,35.066979,128.627803,35.086955,128.585701,35.076967,128.606752,경상남도 창원시,가로변을 따라 왕벚나무가 식재되어 있어 봄철 벚꽃을 감상할 수 있음
소계로,35.252568,128.605576,35.259422,128.595527,35.255995,128.6005515,경상남도 창원시,가로변을 따라 왕벚나무가 식재되어 있어 봄철 벚꽃을 감상할 수 있음
국도25호선,35.23177,128.703437,35.206101,128.711441,35.2189355,128.707439,경상남도 창원시,가로변을 따라 왕벚나무가 식재되어 있어 봄철 벚꽃을 감상할 수 있음
봉양로,35.211587,128.621395,35.189241,128.635301,35.200414,128.628348,경상남도 창원시,벚나무가 있음
삼동로,35.215616,128.647973,35.225427,128.656068,35.2205215,128.6520205,경상남도 창원시,벚나무가 있음
